"","currency","event","actual","forecast","previous","impact","DateUTC"
"13115","USD","Building Permits","","","","orange","2023-10-18 04:30:00"
"13116","USD","Housing Starts","","","","yellow","2023-10-18 08:00:00"
"13117","AUD","CB Leading Index m/m","","","","yellow","2023-10-18 06:30:00"
"13118","USD","Crude Oil Inventories","","","","yellow","2023-10-18 08:00:00"
"13119","USD","Beige Book","","","","yellow","2023-10-18 10:00:00"
"13120","NZD","CPI q/q","","","","red","2023-10-18 13:45:00"
"13121","JPY","Trade Balance","","","","yellow","2023-10-18 15:50:00"
"13122","AUD","Employment Change","","","","red","2023-10-18 16:30:00"
"13123","AUD","Unemployment Rate","","","","red","2023-10-18 08:00:00"
"13124","AUD","NAB Quarterly Business Confidence","","","","yellow","2023-10-18 08:00:00"
"13125","NZD","RBNZ Statement of Intent","","","","orange","2023-10-18 08:00:00"
"13126","EUR","Current Account","","","","yellow","2023-10-19 00:00:00"
"13127","CAD","IPPI m/m","","","","yellow","2023-10-19 04:30:00"
"13128","CAD","RMPI m/m","","","","yellow","2023-10-19 08:00:00"
"13129","USD","Unemployment Claims","","","","red","2023-10-19 08:00:00"
"13130","USD","Philly Fed Manufacturing Index","","","","orange","2023-10-19 08:00:00"
"13131","USD","Existing Home Sales","","","","orange","2023-10-19 06:00:00"
"13132","USD","CB Leading Index m/m","","","","yellow","2023-10-19 08:00:00"
"13133","USD","Natural Gas Storage","","","","yellow","2023-10-19 06:30:00"
"13134","GBP","GfK Consumer Confidence","","","","yellow","2023-10-19 15:01:00"
"13135","JPY","National Core CPI y/y","","","","yellow","2023-10-19 15:30:00"
"13136","JPY","Flash Manufacturing PMI","","","","yellow","2023-10-19 16:30:00"
"13137","CNY","1-y Loan Prime Rate","","","","orange","2023-10-19 17:15:00"
"13138","CNY","5-y Loan Prime Rate","","","","orange","2023-10-19 08:00:00"
"13139","NZD","Credit Card Spending y/y","","","","yellow","2023-10-19 18:00:00"
"13140","AUD","RBA Annual Report","","","","yellow","2023-10-20 08:00:00"
"13141","EUR","German PPI m/m","","","","yellow","2023-10-19 22:00:00"
"13142","GBP","Retail Sales m/m","","","","red","2023-10-20 08:00:00"
"13143","GBP","Public Sector Net Borrowing","","","","yellow","2023-10-20 08:00:00"
"13144","CAD","Core Retail Sales m/m","","","","orange","2023-10-20 04:30:00"
"13145","CAD","Retail Sales m/m","","","","orange","2023-10-20 08:00:00"
"13146","CAD","NHPI m/m","","","","yellow","2023-10-20 08:00:00"
"13147","USD","Treasury Currency Report","","","","red","2023-10-20 08:00:00"
"13148","NZD","Bank Holiday","","","","grey","2023-10-22 08:00:00"
"13149","EUR","French Flash Manufacturing PMI","","","","red","2023-10-22 23:15:00"
"13150","EUR","French Flash Services PMI","","","","red","2023-10-23 08:00:00"
"13151","EUR","German Flash Manufacturing PMI","","","","red","2023-10-22 23:30:00"
"13152","EUR","German Flash Services PMI","","","","red","2023-10-23 08:00:00"
"13153","EUR","Flash Manufacturing PMI","","","","orange","2023-10-23 00:00:00"
"13154","EUR","Flash Services PMI","","","","orange","2023-10-23 08:00:00"
"13155","GBP","Flash Manufacturing PMI","","","","red","2023-10-23 00:30:00"
"13156","GBP","Flash Services PMI","","","","red","2023-10-23 08:00:00"
"13157","GBP","CBI Industrial Order Expectations","","","","yellow","2023-10-23 02:00:00"
"13158","EUR","German Buba Monthly Report","","","","yellow","2023-10-23 08:00:00"
"13159","EUR","Consumer Confidence","","","","yellow","2023-10-23 06:00:00"
"13160","AUD","Flash Manufacturing PMI","","","","yellow","2023-10-23 14:00:00"
"13161","AUD","Flash Services PMI","","","","yellow","2023-10-23 08:00:00"
"13162","JPY","Tokyo Core CPI y/y","","","","orange","2023-10-23 15:30:00"
"13163","EUR","German Import Prices m/m","","","","yellow","2023-10-23 22:00:00"
"13164","USD","Flash Manufacturing PMI","","","","red","2023-10-24 05:45:00"
"13165","USD","Flash Services PMI","","","","red","2023-10-24 08:00:00"
"13166","USD","Richmond Manufacturing Index","","","","orange","2023-10-24 06:00:00"
"13167","NZD","Trade Balance","","","","yellow","2023-10-24 13:45:00"
"13168","JPY","SPPI y/y","","","","yellow","2023-10-24 15:50:00"
"13169","AUD","CPI q/q","","","","red","2023-10-24 16:30:00"
"13170","AUD","Trimmed Mean CPI q/q","","","","red","2023-10-24 08:00:00"
"13171","JPY","BOJ Core CPI y/y","","","","yellow","2023-10-24 21:00:00"
"13172","CHF","Credit Suisse Economic Expectations","","","","yellow","2023-10-25 00:00:00"
"13173","EUR","German ifo Business Climate","","","","red","2023-10-25 08:00:00"
"13174","EUR","M3 Money Supply y/y","","","","yellow","2023-10-25 08:00:00"
"13175","EUR","Private Loans y/y","","","","yellow","2023-10-25 08:00:00"
"13176","CNY","CB Leading Index m/m","","","","yellow","2023-10-25 05:00:00"
"13177","CAD","BOC Monetary Policy Report","","","","red","2023-10-25 06:00:00"
"13178","CAD","BOC Rate Statement","","","","red","2023-10-25 08:00:00"
"13179","CAD","Overnight Rate","","","","red","2023-10-25 08:00:00"
"13180","USD","New Home Sales","","","","orange","2023-10-25 08:00:00"
"13181","USD","Crude Oil Inventories","","","","yellow","2023-10-25 06:30:00"
"13182","CAD","BOC Press Conference","","","","red","2023-10-25 07:00:00"
"13183","NZD","ANZ Business Confidence","","","","yellow","2023-10-25 16:00:00"
"13184","AUD","Import Prices q/q","","","","yellow","2023-10-25 16:30:00"
"13185","EUR","German GfK Consumer Climate","","","","yellow","2023-10-25 22:00:00"
"13186","EUR","German Retail Sales m/m","","","","yellow","2023-10-26 08:00:00"
"13187","EUR","German Prelim CPI m/m","","","","red","2023-10-26 08:00:00"
"13188","EUR","Spanish Unemployment Rate","","","","yellow","2023-10-25 23:00:00"
"13189","GBP","CBI Realized Sales","","","","yellow","2023-10-26 02:00:00"
"13190","EUR","Main Refinancing Rate","","","","red","2023-10-26 04:15:00"
"13191","EUR","Monetary Policy Statement","","","","red","2023-10-26 08:00:00"
"13192","USD","Advance GDP q/q","","","","red","2023-10-26 04:30:00"
"13193","USD","Unemployment Claims","","","","red","2023-10-26 08:00:00"
"13194","USD","Advance GDP Price Index q/q","","","","orange","2023-10-26 08:00:00"
"13195","USD","Core Durable Goods Orders m/m","","","","orange","2023-10-26 08:00:00"
"13196","USD","Durable Goods Orders m/m","","","","orange","2023-10-26 08:00:00"
"13197","USD","Goods Trade Balance","","","","yellow","2023-10-26 08:00:00"
"13198","USD","Prelim Wholesale Inventories m/m","","","","yellow","2023-10-26 08:00:00"
"13199","EUR","ECB Press Conference","","","","red","2023-10-26 04:45:00"
"13200","USD","Pending Home Sales m/m","","","","orange","2023-10-26 06:00:00"
"13201","USD","Natural Gas Storage","","","","yellow","2023-10-26 06:30:00"
"13202","JPY","Retail Sales y/y","","","","yellow","2023-10-26 15:50:00"
"13203","AUD","Retail Sales m/m","","","","orange","2023-10-26 16:30:00"
"13204","AUD","PPI q/q","","","","yellow","2023-10-26 08:00:00"
"13205","EUR","French Flash GDP q/q","","","","yellow","2023-10-26 21:30:00"
"13206","EUR","Spanish Flash GDP q/q","","","","yellow","2023-10-26 23:00:00"
"13207","EUR","French Consumer Spending m/m","","","","yellow","2023-10-26 23:45:00"
"13208","EUR","Italian Monthly Unemployment Rate","","","","yellow","2023-10-27 00:00:00"
"13209","EUR","Italian Prelim GDP q/q","","","","yellow","2023-10-27 08:00:00"
"13210","EUR","Italian 10-y Bond Auction","","","","yellow","2023-10-27 08:00:00"
"13211","USD","Core PCE Price Index m/m","","","","red","2023-10-27 04:30:00"
"13212","USD","Personal Income m/m","","","","yellow","2023-10-27 08:00:00"
"13213","USD","Personal Spending m/m","","","","yellow","2023-10-27 08:00:00"
"13214","USD","Revised UoM Consumer Sentiment","","","","red","2023-10-27 06:00:00"
"13215","USD","Revised UoM Inflation Expectations","","","","yellow","2023-10-27 08:00:00"
"13216","CHF","Daylight Saving Time Shift","","","","grey","2023-10-28 18:00:00"
"13217","EUR","Daylight Saving Time Shift","","","","grey","2023-10-28 08:00:00"
"13218","GBP","Daylight Saving Time Shift","","","","grey","2023-10-28 08:00:00"
"13219","JPY","Housing Starts y/y","","","","yellow","2023-10-29 21:00:00"
"13220","GBP","Nationwide HPI m/m","","","","yellow","2023-10-29 23:00:00"
"13221","EUR","French Prelim CPI m/m","","","","yellow","2023-10-29 23:45:00"
"13222","CHF","KOF Economic Barometer","","","","yellow","2023-10-30 00:00:00"
"13223","EUR","Spanish Flash CPI y/y","","","","red","2023-10-30 08:00:00"
"13224","EUR","German Unemployment Change","","","","yellow","2023-10-30 00:55:00"
"13225","GBP","M4 Money Supply m/m","","","","yellow","2023-10-30 01:30:00"
"13226","GBP","Mortgage Approvals","","","","yellow","2023-10-30 08:00:00"
"13227","GBP","Net Lending to Individuals m/m","","","","yellow","2023-10-30 08:00:00"
"13228","EUR","Italian Prelim CPI m/m","","","","yellow","2023-10-30 02:00:00"
"13229","EUR","Belgian NBB Business Climate","","","","yellow","2023-10-30 06:00:00"
"13230","JPY","Unemployment Rate","","","","yellow","2023-10-30 15:30:00"
"13231","JPY","Prelim Industrial Production m/m","","","","yellow","2023-10-30 15:50:00"
"13232","AUD","Private Sector Credit m/m","","","","yellow","2023-10-30 16:30:00"
"13233","JPY","BOJ Outlook Report","","","","red","2023-10-30 08:00:00"
"13234","JPY","Monetary Policy Statement","","","","red","2023-10-30 08:00:00"
"13235","JPY","BOJ Policy Rate","","","","orange","2023-10-30 08:00:00"
"13236","JPY","BOJ Press Conference","","","","red","2023-10-31 08:00:00"
"13237","CHF","Retail Sales y/y","","","","yellow","2023-10-30 23:30:00"
"13238","EUR","German Prelim GDP q/q","","","","yellow","2023-10-31 00:00:00"
"13239","EUR","Core CPI Flash Estimate y/y","","","","orange","2023-10-31 02:00:00"
"13240","EUR","CPI Flash Estimate y/y","","","","orange","2023-10-31 08:00:00"
"13241","EUR","Prelim Flash GDP q/q","","","","yellow","2023-10-31 08:00:00"
"13242","CAD","GDP m/m","","","","red","2023-10-31 04:30:00"
"13243","USD","Employment Cost Index q/q","","","","red","2023-10-31 08:00:00"
"13244","USD","S&P/CS Composite-20 HPI y/y","","","","orange","2023-10-31 05:00:00"
"13245","USD","HPI m/m","","","","yellow","2023-10-31 08:00:00"
"13246","USD","Chicago PMI","","","","orange","2023-10-31 05:45:00"
"13247","USD","CB Consumer Confidence","","","","red","2023-10-31 06:00:00"
"13248","NZD","RBNZ Financial Stability Report","","","","yellow","2023-10-31 12:00:00"
"13249","NZD","Employment Change q/q","","","","red","2023-10-31 13:45:00"
"13250","NZD","Unemployment Rate","","","","red","2023-10-31 08:00:00"
"13251","NZD","Labor Cost Index q/q","","","","yellow","2023-10-31 08:00:00"
"13252","GBP","BRC Shop Price Index y/y","","","","yellow","2023-10-31 15:01:00"
"13253","AUD","CPI y/y","","","","red","2023-10-31 16:30:00"
"13254","JPY","Final Manufacturing PMI","","","","yellow","2023-10-31 08:00:00"
"13255","CNY","Manufacturing PMI","","","","red","2023-10-31 17:30:00"
"13256","CNY","Non-Manufacturing PMI","","","","orange","2023-10-31 08:00:00"
"13257","CNY","Caixin Manufacturing PMI","","","","orange","2023-10-31 17:45:00"
"13258","AUD","Commodity Prices y/y","","","","yellow","2023-10-31 21:30:00"
"13259","EUR","French Bank Holiday","","","","grey","2023-11-01 08:00:00"
"13260","EUR","Italian Bank Holiday","","","","grey","2023-11-01 08:00:00"
"13261","EUR","French Gov Budget Balance","","","","yellow","2023-10-31 23:45:00"
"13262","EUR","Spanish Manufacturing PMI","","","","yellow","2023-11-01 00:15:00"
"13263","CHF","Manufacturing PMI","","","","yellow","2023-11-01 00:30:00"
"13264","EUR","Italian Manufacturing PMI","","","","yellow","2023-11-01 00:45:00"
"13265","EUR","French Final Manufacturing PMI","","","","yellow","2023-11-01 00:50:00"
"13266","EUR","German Final Manufacturing PMI","","","","yellow","2023-11-01 00:55:00"
"13267","EUR","Final Manufacturing PMI","","","","yellow","2023-11-01 01:00:00"
"13268","GBP","Final Manufacturing PMI","","","","yellow","2023-11-01 01:30:00"
"13269","USD","ADP Non-Farm Employment Change","","","","red","2023-11-01 04:15:00"
"13270","CAD","Manufacturing PMI","","","","yellow","2023-11-01 05:30:00"
"13271","USD","Final Manufacturing PMI","","","","yellow","2023-11-01 05:45:00"
"13272","USD","ISM Manufacturing PMI","","","","red","2023-11-01 06:00:00"
"13273","USD","JOLTS Job Openings","","","","red","2023-11-01 08:00:00"
"13274","USD","ISM Manufacturing Prices","","","","orange","2023-11-01 08:00:00"
"13275","USD","Construction Spending m/m","","","","yellow","2023-11-01 08:00:00"
"13276","USD","Wards Total Vehicle Sales","","","","yellow","2023-11-01 08:00:00"
"13277","USD","Crude Oil Inventories","","","","yellow","2023-11-01 06:30:00"
"13278","USD","Federal Funds Rate","","","","red","2023-11-01 10:00:00"
"13279","USD","FOMC Statement","","","","red","2023-11-01 08:00:00"
"13280","USD","FOMC Press Conference","","","","red","2023-11-01 10:30:00"
"13281","NZD","Building Consents m/m","","","","yellow","2023-11-01 13:45:00"
"13282","JPY","Monetary Base y/y","","","","yellow","2023-11-01 15:50:00"
"13283","AUD","Building Approvals m/m","","","","yellow","2023-11-01 16:30:00"
"13284","AUD","Trade Balance","","","","yellow","2023-11-01 08:00:00"
"13285","JPY","10-y Bond Auction","","","","yellow","2023-11-01 19:35:00"
"13286","JPY","Consumer Confidence","","","","yellow","2023-11-01 21:00:00"
"13287","CHF","SECO Consumer Climate","","","","yellow","2023-11-02 00:00:00"
"13288","EUR","Spanish 10-y Bond Auction","","","","yellow","2023-11-02 08:00:00"
"13289","EUR","French 10-y Bond Auction","","","","yellow","2023-11-02 08:00:00"
"13290","USD","Challenger Job Cuts y/y","","","","yellow","2023-11-02 03:30:00"
"13291","GBP","BOE Monetary Policy Report","","","","red","2023-11-02 04:00:00"
"13292","GBP","Monetary Policy Summary","","","","red","2023-11-02 08:00:00"
"13293","GBP","MPC Official Bank Rate Votes","","","","red","2023-11-02 08:00:00"
"13294","GBP","Official Bank Rate","","","","red","2023-11-02 08:00:00"
"13295","USD","Unemployment Claims","","","","red","2023-11-02 04:30:00"
"13296","USD","Prelim Nonfarm Productivity q/q","","","","yellow","2023-11-02 08:00:00"
"13297","USD","Prelim Unit Labor Costs q/q","","","","yellow","2023-11-02 08:00:00"
"13298","USD","Factory Orders m/m","","","","yellow","2023-11-02 06:00:00"
"13299","USD","Natural Gas Storage","","","","yellow","2023-11-02 06:30:00"
"13300","JPY","Bank Holiday","","","","grey","2023-11-02 08:00:00"
"13301","CNY","Caixin Services PMI","","","","orange","2023-11-02 17:45:00"
"13302","JPY","30-y Bond Auction","","","","yellow","2023-11-02 19:35:00"
"13303","EUR","German Trade Balance","","","","yellow","2023-11-02 23:00:00"
"13304","CHF","CPI m/m","","","","red","2023-11-02 23:30:00"
"13305","EUR","French Prelim Private Payrolls q/q","","","","yellow","2023-11-02 23:45:00"
"13306","EUR","Spanish Services PMI","","","","yellow","2023-11-03 00:15:00"
"13307","EUR","Italian Services PMI","","","","yellow","2023-11-03 00:45:00"
"13308","EUR","French Final Services PMI","","","","yellow","2023-11-03 00:50:00"
"13309","EUR","German Final Services PMI","","","","yellow","2023-11-03 00:55:00"
"13310","EUR","Final Services PMI","","","","yellow","2023-11-03 01:00:00"
"13311","GBP","Final Services PMI","","","","yellow","2023-11-03 01:30:00"
"13312","EUR","Unemployment Rate","","","","yellow","2023-11-03 02:00:00"
"13313","CAD","Employment Change","","","","red","2023-11-03 04:30:00"
"13314","CAD","Unemployment Rate","","","","red","2023-11-03 08:00:00"
"13315","USD","Average Hourly Earnings m/m","","","","red","2023-11-03 08:00:00"
"13316","USD","Non-Farm Employment Change","","","","red","2023-11-03 08:00:00"
"13317","USD","Unemployment Rate","","","","red","2023-11-03 08:00:00"
"13318","USD","Final Services PMI","","","","yellow","2023-11-03 05:45:00"
"13319","USD","ISM Services PMI","","","","red","2023-11-03 06:00:00"
"13320","CAD","Daylight Saving Time Shift","","","","grey","2023-11-04 22:00:00"
"13321","USD","Daylight Saving Time Shift","","","","grey","2023-11-05 08:00:00"
"13322","JPY","Average Cash Earnings y/y","","","","yellow","2023-11-05 14:30:00"
"13323","JPY","Household Spending y/y","","","","yellow","2023-11-05 08:00:00"
"13324","JPY","Monetary Policy Meeting Minutes","","","","yellow","2023-11-05 14:50:00"
"13325","AUD","MI Inflation Gauge m/m","","","","yellow","2023-11-05 15:00:00"
"13326","NZD","ANZ Commodity Prices m/m","","","","yellow","2023-11-05 08:00:00"
"13327","AUD","ANZ Job Advertisements m/m","","","","yellow","2023-11-05 15:30:00"
"13328","JPY","Leading Indicators","","","","yellow","2023-11-05 20:00:00"
"13329","EUR","German Factory Orders m/m","","","","yellow","2023-11-05 22:00:00"
"13330","EUR","French Trade Balance","","","","yellow","2023-11-05 22:45:00"
"13331","EUR","Spanish Unemployment Change","","","","yellow","2023-11-05 23:00:00"
"13332","EUR","Italian Retail Sales m/m","","","","yellow","2023-11-06 00:00:00"
"13333","EUR","Sentix Investor Confidence","","","","yellow","2023-11-06 00:30:00"
"13334","GBP","Construction PMI","","","","orange","2023-11-06 08:00:00"
"13335","CAD","Ivey PMI","","","","orange","2023-11-06 06:00:00"
"13336","USD","Loan Officer Survey","","","","yellow","2023-11-06 08:00:00"
"13337","GBP","BRC Retail Sales Monitor y/y","","","","yellow","2023-11-06 15:01:00"
"13338","NZD","Inflation Expectations q/q","","","","red","2023-11-06 17:00:00"
"13339","CNY","Trade Balance","","","","yellow","2023-11-06 08:00:00"
"13340","CNY","USD-Denominated Trade Balance","","","","yellow","2023-11-06 08:00:00"
"13341","AUD","Cash Rate","","","","red","2023-11-06 18:30:00"
"13342","AUD","RBA Rate Statement","","","","red","2023-11-06 08:00:00"
"13343","EUR","German Industrial Production m/m","","","","yellow","2023-11-06 22:00:00"
"13344","GBP","Halifax HPI m/m","","","","yellow","2023-11-07 08:00:00"
"13345","CHF","Foreign Currency Reserves","","","","orange","2023-11-06 23:00:00"
"13346","EUR","PPI m/m","","","","yellow","2023-11-07 01:00:00"
"13347","CAD","Trade Balance","","","","yellow","2023-11-07 04:30:00"
"13348","USD","Trade Balance","","","","yellow","2023-11-07 08:00:00"
"13349","USD","IBD/TIPP Economic Optimism","","","","yellow","2023-11-07 08:00:00"
"13350","NZD","GDT Price Index","","","","yellow","2023-11-07 08:00:00"
"13351","USD","Consumer Credit m/m","","","","yellow","2023-11-07 11:00:00"
"13352","USD","FOMC Financial Stability Report","","","","yellow","2023-11-07 08:00:00"
"13353","JPY","Bank Lending y/y","","","","yellow","2023-11-07 14:50:00"
"13354","JPY","Current Account","","","","yellow","2023-11-07 08:00:00"
"13355","CNY","CPI y/y","","","","red","2023-11-07 16:30:00"
"13356","CNY","PPI y/y","","","","orange","2023-11-07 08:00:00"
"13357","EUR","German Final CPI m/m","","","","yellow","2023-11-07 22:00:00"
